latent_idx,description,sae_id,steering_coefficient
7037,mentions of the coronavirus and related health topics,layer_20/width_16k/canonical,-193.84965985171294
8235,text related to charitable actions and community support,layer_20/width_16k/canonical,-160.87174246261642
966,information related to diseases carried by rodents and their ability to transmit viruses.,layer_20/width_16k/canonical,-116.86515954198964
15013,statistical data related to health incidents and their trends over time,layer_20/width_16k/canonical,-95.66579149252865
10167,references to the coronavirus and the COVID-19 pandemic,layer_20/width_16k/canonical,-74.87661555231365
518,references to diseases and health conditions,layer_20/width_16k/canonical,-74.4817170826894
1556,medical terminology and symptoms associated with respiratory illnesses and infections,layer_20/width_16k/canonical,-66.51017421221663
6030, references to COVID-related topics,layer_20/width_16k/canonical,-66.36220923646988
2306,biological or scientific terminology related to viruses and their classifications,layer_20/width_16k/canonical,-66.09007973911021
1651,references to violence and casualties from attacks or conflicts,layer_20/width_16k/canonical,-61.305990009913614
8002,references to biological research and experimental methods,layer_20/width_16k/canonical,-60.52601803596015
10438,attributes related to vaccine efficacy and immunogenicity in children,layer_20/width_16k/canonical,-57.585276622776476
8869,information related to public health studies and statistics,layer_20/width_16k/canonical,-56.31951157839919
7932, phrases related to technical explanations or descriptions,layer_20/width_16k/canonical,-52.05637903332407
12452,numerical values or statistics related to time and events,layer_20/width_16k/canonical,-51.709016846562065
450,terms related to quantitative research and analysis methods,layer_20/width_16k/canonical,-51.67732268676762
3242,information related to corruption and bribery involving public officials,layer_20/width_16k/canonical,-51.03930658578395
11643,references to bacterial infections or antibiotic treatments,layer_20/width_16k/canonical,-48.60588259144582
1828,terms related to severity and serious conditions,layer_20/width_16k/canonical,-48.06354056706277
4482,topics related to humanitarian crises and social issues,layer_20/width_16k/canonical,-47.75576659786851
5708,references to diseases and medical conditions,layer_20/width_16k/canonical,-44.96388031806412
3814,phrases related to possession or experiences over time,layer_20/width_16k/canonical,-44.303150635976245
5128,financial figures and monetary values,layer_20/width_16k/canonical,-42.491004745932095
13296,"numerical information or values related to studies, statistics, or significant dates",layer_20/width_16k/canonical,-41.67341932021457
6456,terms related to human rights and humanitarian issues,layer_20/width_16k/canonical,-41.515863295558496
13686,terms related to various medical symptoms and conditions,layer_20/width_16k/canonical,-41.357707050954474
6692,terms and concepts related to technology and engineering systems,layer_20/width_16k/canonical,-41.159157142535186
3820,phrases related to global economic influences and inter-country relations,layer_20/width_16k/canonical,-41.039566118402206
9669,"terms linked to specific regulatory or legislative frameworks, particularly in taxation and healthcare",layer_20/width_16k/canonical,-40.9196255810034
5746,references to education and professional development activities,layer_20/width_16k/canonical,-40.11085756219692
7971, references to specific scientific articles and researchers,layer_20/width_16k/canonical,-39.94713909295531
6474,terms related to health risks and medical conditions,layer_20/width_16k/canonical,-39.82390855020034
13389,references to specific medical device categories and parameters related to heart function,layer_20/width_16k/canonical,-39.16013025467349
1548,expressions of personal giving or philanthropic actions,layer_20/width_16k/canonical,-38.781762634921556
7905,sentence endings and punctuation marks,layer_20/width_16k/canonical,-38.356976958749875
13700,"references to species comparisons and interactions, particularly between humans and other mammals",layer_20/width_16k/canonical,-38.14281014274386
15232,references to diseases and viruses transmitted by mosquitoes or ticks,layer_20/width_16k/canonical,-38.013730888827595
10867,"phrases containing the word ""as"" in various contexts",layer_20/width_16k/canonical,-37.92743399910861
13403,technical references or terminologies related to scientific concepts and entities,layer_20/width_16k/canonical,-37.71082780751538
16138,"instances of medical conditions, emergency situations, and treatments involving critical care or interventions",layer_20/width_16k/canonical,-37.71082780751538
9521, phrases indicating numerical quantities and dimensions in various contexts,layer_20/width_16k/canonical,-37.44924665375363
9166," references to figures, files, and declarations of conflicts of interest",layer_20/width_16k/canonical,-36.56379646069346
6884,terms related to coexistence and variation in biological or emotional contexts,layer_20/width_16k/canonical,-36.29394925637912
11264,language related to causes and effects,layer_20/width_16k/canonical,-36.203553227454854
4824,terms related to health and healthcare,layer_20/width_16k/canonical,-35.97656946492387
8388, connections and transitions in narrative or data descriptions,layer_20/width_16k/canonical,-35.885373958383475
12854, terms related to clinical trials and medical treatments,layer_20/width_16k/canonical,-35.79394610547377
9235,references to the impact of the COVID-19 pandemic,layer_20/width_16k/canonical,-35.61038619754958
3113,mentions of technology components and troubleshooting in a technical context.,layer_20/width_16k/canonical,-35.61038619754958
10192,modal verbs indicating possibility or necessity,layer_20/width_16k/canonical,-35.472092913182195
