latent_idx,description,sae_id,steering_coefficient
7037,mentions of the coronavirus and related health topics,layer_20/width_16k/canonical,-79.83473423072195
8235,text related to charitable actions and community support,layer_20/width_16k/canonical,-66.25316141674232
966,information related to diseases carried by rodents and their ability to transmit viruses.,layer_20/width_16k/canonical,-48.12956060899283
15013,statistical data related to health incidents and their trends over time,layer_20/width_16k/canonical,-39.39884673834365
10167,references to the coronavirus and the COVID-19 pandemic,layer_20/width_16k/canonical,-30.837065730667984
518,references to diseases and health conditions,layer_20/width_16k/canonical,-30.674431375804076
1556,medical terminology and symptoms associated with respiratory illnesses and infections,layer_20/width_16k/canonical,-27.391443894888067
6030, references to COVID-related topics,layer_20/width_16k/canonical,-27.33050623565651
2306,biological or scientific terminology related to viruses and their classifications,layer_20/width_16k/canonical,-27.218432858201695
1651,references to violence and casualties from attacks or conflicts,layer_20/width_16k/canonical,-25.248160986904615
