latent_idx,description,sae_id,steering_coefficient
7037,mentions of the coronavirus and related health topics,layer_20/width_16k/canonical,-7.983473423072196
8235,text related to charitable actions and community support,layer_20/width_16k/canonical,-6.625316141674231
966,information related to diseases carried by rodents and their ability to transmit viruses.,layer_20/width_16k/canonical,-4.812956060899284
15013,statistical data related to health incidents and their trends over time,layer_20/width_16k/canonical,-3.939884673834365
10167,references to the coronavirus and the COVID-19 pandemic,layer_20/width_16k/canonical,-3.0837065730667983
518,references to diseases and health conditions,layer_20/width_16k/canonical,-3.0674431375804074
1556,medical terminology and symptoms associated with respiratory illnesses and infections,layer_20/width_16k/canonical,-2.7391443894888066
6030, references to COVID-related topics,layer_20/width_16k/canonical,-2.733050623565651
2306,biological or scientific terminology related to viruses and their classifications,layer_20/width_16k/canonical,-2.7218432858201695
1651,references to violence and casualties from attacks or conflicts,layer_20/width_16k/canonical,-2.5248160986904615
