latent_idx,steering_coefficient,sae_id,description
7037,-49.40871212279046,layer_3/width_16k/canonical,mentions of the coronavirus and related health topics
8235,-39.16658401821989,layer_3/width_16k/canonical,text related to charitable actions and community support
966,-36.40526122006098,layer_3/width_16k/canonical,information related to diseases carried by rodents and their ability to transmit viruses.
2306,-27.564156307047064,layer_3/width_16k/canonical,biological or scientific terminology related to viruses and their classifications
15013,-26.078515891098657,layer_3/width_16k/canonical,statistical data related to health incidents and their trends over time
6720,-24.406419072937414,layer_3/width_16k/canonical,references to genetic engineering and cloning processes
10438,-22.64852860193291,layer_3/width_16k/canonical,attributes related to vaccine efficacy and immunogenicity in children
15232,-22.032044398051525,layer_3/width_16k/canonical,references to diseases and viruses transmitted by mosquitoes or ticks
8002,-21.542498482875704,layer_3/width_16k/canonical,references to biological research and experimental methods
8595,-19.7939347224481,layer_3/width_16k/canonical,terms related to HIV and its clinical aspects in specific populations
518,-19.407210502079565,layer_3/width_16k/canonical,references to diseases and health conditions
6525,-18.835328744291203,layer_3/width_16k/canonical,"information related to specific strains and lineages of viruses, particularly in the context of HIV"
10167,-18.592967542133348,layer_3/width_16k/canonical,references to the coronavirus and the COVID-19 pandemic
7932,-17.839182051166357,layer_3/width_16k/canonical, phrases related to technical explanations or descriptions
1556,-17.488612898234827,layer_3/width_16k/canonical,medical terminology and symptoms associated with respiratory illnesses and infections
12225,-17.343535885053424,layer_3/width_16k/canonical,technical terms related to clinical trials and gene therapies
1651,-16.857890579919207,layer_3/width_16k/canonical,references to violence and casualties from attacks or conflicts
6030,-16.48646838028625,layer_3/width_16k/canonical, references to COVID-related topics
14012,-16.421015659215616,layer_3/width_16k/canonical,scientific terminology related to T cells and their markers
13389,-15.075683145635585,layer_3/width_16k/canonical,references to specific medical device categories and parameters related to heart function
