latent_idx,description,sae_id,steering_coefficient
7037,mentions of the coronavirus and related health topics,layer_20/width_16k/canonical,-19.648955989507606
8235,text related to charitable actions and community support,layer_20/width_16k/canonical,-16.30625398064334
966,information related to diseases carried by rodents and their ability to transmit viruses.,layer_20/width_16k/canonical,-11.84566626685803
15013,statistical data related to health incidents and their trends over time,layer_20/width_16k/canonical,-9.696859556916557
10167,references to the coronavirus and the COVID-19 pandemic,layer_20/width_16k/canonical,-7.58963066923169
518,references to diseases and health conditions,layer_20/width_16k/canonical,-7.549603038252577
1556,medical terminology and symptoms associated with respiratory illnesses and infections,layer_20/width_16k/canonical,-6.741592876407516
6030, references to COVID-related topics,layer_20/width_16k/canonical,-6.726594875902071
2306,biological or scientific terminology related to viruses and their classifications,layer_20/width_16k/canonical,-6.6990113324428915
1651,references to violence and casualties from attacks or conflicts,layer_20/width_16k/canonical,-6.214087249466696
8002,references to biological research and experimental methods,layer_20/width_16k/canonical,-6.135027863956377
10438,attributes related to vaccine efficacy and immunogenicity in children,layer_20/width_16k/canonical,-5.836948936975697
8869,information related to public health studies and statistics,layer_20/width_16k/canonical,-5.708648677542423
7932, phrases related to technical explanations or descriptions,layer_20/width_16k/canonical,-5.276529767353485
12452,numerical values or statistics related to time and events,layer_20/width_16k/canonical,-5.241320500928531
450,terms related to quantitative research and analysis methods,layer_20/width_16k/canonical,-5.238107922936896
3242,information related to corruption and bribery involving public officials,layer_20/width_16k/canonical,-5.173437444286507
11643,references to bacterial infections or antibiotic treatments,layer_20/width_16k/canonical,-4.926781138543501
1828,terms related to severity and serious conditions,layer_20/width_16k/canonical,-4.871808359243736
4482,topics related to humanitarian crises and social issues,layer_20/width_16k/canonical,-4.840611826941124
