latent_idx,description,sae_id,steering_coefficient
7037,mentions of the coronavirus and related health topics,layer_20/width_16k/canonical,-196.48955989507607
8235,text related to charitable actions and community support,layer_20/width_16k/canonical,-163.06253980643342
966,information related to diseases carried by rodents and their ability to transmit viruses.,layer_20/width_16k/canonical,-118.45666266858031
15013,statistical data related to health incidents and their trends over time,layer_20/width_16k/canonical,-96.96859556916559
10167,references to the coronavirus and the COVID-19 pandemic,layer_20/width_16k/canonical,-75.89630669231691
518,references to diseases and health conditions,layer_20/width_16k/canonical,-75.49603038252577
1556,medical terminology and symptoms associated with respiratory illnesses and infections,layer_20/width_16k/canonical,-67.41592876407516
6030, references to COVID-related topics,layer_20/width_16k/canonical,-67.26594875902072
2306,biological or scientific terminology related to viruses and their classifications,layer_20/width_16k/canonical,-66.99011332442892
1651,references to violence and casualties from attacks or conflicts,layer_20/width_16k/canonical,-62.140872494666965
8002,references to biological research and experimental methods,layer_20/width_16k/canonical,-61.35027863956377
10438,attributes related to vaccine efficacy and immunogenicity in children,layer_20/width_16k/canonical,-58.36948936975697
8869,information related to public health studies and statistics,layer_20/width_16k/canonical,-57.086486775424234
7932, phrases related to technical explanations or descriptions,layer_20/width_16k/canonical,-52.76529767353485
12452,numerical values or statistics related to time and events,layer_20/width_16k/canonical,-52.41320500928531
450,terms related to quantitative research and analysis methods,layer_20/width_16k/canonical,-52.38107922936896
3242,information related to corruption and bribery involving public officials,layer_20/width_16k/canonical,-51.734374442865075
11643,references to bacterial infections or antibiotic treatments,layer_20/width_16k/canonical,-49.26781138543502
1828,terms related to severity and serious conditions,layer_20/width_16k/canonical,-48.71808359243736
4482,topics related to humanitarian crises and social issues,layer_20/width_16k/canonical,-48.406118269411245
